"ID";"Ключевые слова"
"2309";"Middle East Global issues Politics Terrorism Violence"
"2310";"Autism spectrum disorder Communication Empathy Neuroscience Science"
"2311";"Activism Gender Global issues Humanity Inequality"
"2313";"Health Medicine Science"
"2314";"Government Security Technology"
"2315";"Bioethics Aging Brain Medical research Neuroscience"
"2316";"Biology Birds Consciousness Life Physics"
"2317";"Vaccines Ebola Economics Global issues Health"
"2318";"Disaster relief Engineering Natural disaster Robots Technology"
"2319";"Art Collaboration Creativity"
"2320";"Astronomy Big bang Physics Science Space"
"2321";"Cooperation Leadership Productivity Work"
"2322";"Internet Business Crime Economics Privacy"
"2323";"Human origins Investment Math Philanthropy Physics"
"2324";"Business Economics Happiness Psychology Work"
"2325";"Death Global issues Health Health care Life"
"2326";"Foreign Policy United States Democracy Fear Global issues"
"2327";"LGBT Feminism Inequality Interview Leadership"
"2328";"Activism Community Economics Inequality Poverty"
"2329";"Activism Gender Inequality Women"
"2330";"Love Media Writing"
"2331";"Climate change Global issues Humanity Inequality Leadership"
"2332";"Business Entrepreneur Happiness Work"
"2333";"Culture Humanity Identity Self World cultures"
"2334";"Activism Animals Nature Photography"
"2335";"Death Global issues History Online video"
"2336";"Aging Disease Health Personal growth Poetry"
"2337";"Middle East Activism Education Inequality Leadership"
"2338";"Brain Communication Health Health care Mind"
"2339";"Climate change Energy Green Policy Pollution"
"2340";"Aging Health Medical research Medicine Neuroscience"
"2341";"Creativity Curiosity Education Identity Personal growth"
"2342";"Aging Brain Health Medical research Memory"
"2343";"Disease Future Health Illness Innovation"
"2344";"Architecture Biology Design Innovation Materials"
"2345";"Guitar Live music Music Performance Piano"
"2346";"Agriculture Computers Design Engineering Robots"
